YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2017,Kansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.5,45 - 54,"(38.3477403, -98.200781227)"
2017,Rhode Island,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.1,45 - 54,"(41.708280193, -71.522470314)"
2017,Pennsylvania,Percent of adults who report consuming vegetables less than one time daily,22.8,18 - 24,"(40.793730152, -77.860700294)"
2017,Maryland,Percent of adults who report consuming fruit less than one time daily,41.0,18 - 24,"(39.290580964, -76.609260111)"
2017,Nebraska,Percent of adults aged 18 years and older who have obesity,18.0,18 - 24,"(41.641040988001, -99.365720623)"
2017,Nevada,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.3,35 - 44,"(39.49324039, -117.071840564)"
2017,Tennessee,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.4,25 - 34,"(35.68094058, -85.774490914)"
2017,California,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.7,25 - 34,"(37.638640123, -120.999999538)"
2017,California,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.8,35 - 44,"(37.638640123, -120.999999538)"
2017,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.7,18 - 24,"(37.542680674, -78.457890463)"
2017,Maine,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.3,45 - 54,"(45.254228894001, -68.985031336)"
2017,Maine,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.1,25 - 34,"(45.254228894001, -68.985031336)"
2017,Guam,Percent of adults who report consuming vegetables less than one time daily,29.0,35 - 44,"(13.444304, 144.793731)"
2017,Wisconsin,Percent of adults who report consuming vegetables less than one time daily,20.6,18 - 24,"(44.393191174, -89.816370742)"
2017,District of Columbia,Percent of adults aged 18 years and older who have an overweight classification,35.1,45 - 54,"(38.890371385, -77.031961127)"
2017,Idaho,Percent of adults who report consuming vegetables less than one time daily,21.3,18 - 24,"(43.682630005, -114.363730042)"
2017,New Jersey,Percent of adults who report consuming fruit less than one time daily,32.1,45 - 54,"(40.130570048, -74.273691288)"
2017,Delaware,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.1,55 - 64,"(39.008830667, -75.577741168)"
2017,Kansas,Percent of adults aged 18 years and older who have obesity,39.2,45 - 54,"(38.3477403, -98.200781227)"
2017,Wisconsin,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,48.4,18 - 24,"(44.393191174, -89.816370742)"
2017,Colorado,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.9,25 - 34,"(38.843840757, -106.133610921)"
2015,Guam,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.8,18 - 24,"(13.444304, 144.793731)"
2017,Virginia,Percent of adults aged 18 years and older who have an overweight classification,39.8,65 or older,"(37.542680674, -78.457890463)"
2017,Vermont,Percent of adults who engage in no leisure-time physical activity,27.5,65 or older,"(43.625381239, -72.517640791)"
2017,Georgia,Percent of adults aged 18 years and older who have obesity,36.2,45 - 54,"(32.839681093, -83.627580346)"
2017,Ohio,Percent of adults who report consuming fruit less than one time daily,33.5,65 or older,"(40.060210141, -82.404260056)"
2017,Iowa,Percent of adults who engage in no leisure-time physical activity,20.0,25 - 34,"(42.469400913, -93.816490556)"
2017,Michigan,Percent of adults aged 18 years and older who have an overweight classification,34.7,35 - 44,"(44.661319543001, -84.71439027)"
2017,Alabama,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),40.4,35 - 44,"(32.840571122, -86.631860762)"
2017,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.4,65 or older,"(37.542680674, -78.457890463)"
2017,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.1,35 - 44,"(38.843840757, -106.133610921)"
2017,Wisconsin,Percent of adults who engage in no leisure-time physical activity,28.1,65 or older,"(44.393191174, -89.816370742)"
2017,New Hampshire,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.1,45 - 54,"(43.655950113, -71.50036092)"
2017,New Hampshire,Percent of adults aged 18 years and older who have an overweight classification,34.7,25 - 34,"(43.655950113, -71.50036092)"
2017,Maryland,Percent of adults who engage in no leisure-time physical activity,22.7,25 - 34,"(39.290580964, -76.609260111)"
2017,Arkansas,Percent of adults who report consuming vegetables less than one time daily,17.5,65 or older,"(34.748650124, -92.274490743)"
2017,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.0,35 - 44,"(42.827001032, -75.543970427)"
2017,Oklahoma,Percent of adults who report consuming vegetables less than one time daily,16.8,25 - 34,"(35.472031356, -97.521070214)"
2017,West Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.8,55 - 64,"(38.665510202, -80.712640135)"
2017,Connecticut,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.6,45 - 54,"(41.56266102, -72.649840952)"
2017,Florida,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.4,55 - 64,"(28.932040377, -81.928960539)"
2017,Kentucky,Percent of adults who engage in no leisure-time physical activity,41.7,65 or older,"(37.645970271, -84.774971048)"
2017,Washington,Percent of adults aged 18 years and older who have obesity,17.3,18 - 24,"(47.522278629, -120.47001079)"
2017,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.5,18 - 24,"(34.748650124, -92.274490743)"
2017,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.8,18 - 24,"(39.766910452, -86.149960194)"
2017,California,Percent of adults who report consuming vegetables less than one time daily,20.7,45 - 54,"(37.638640123, -120.999999538)"
2017,Wyoming,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.8,65 or older,"(43.235541343, -108.109830353)"
2017,Maryland,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.5,45 - 54,"(39.290580964, -76.609260111)"
2017,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,27.9,18 - 24,"(32.745510099, -89.538030825)"
2017,Mississippi,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.8,45 - 54,"(32.745510099, -89.538030825)"
2017,Iowa,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.2,25 - 34,"(42.469400913, -93.816490556)"
2017,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.9,18 - 24,"(34.86597028, -111.763811277)"
2017,Arizona,Percent of adults who engage in no leisure-time physical activity,28.7,55 - 64,"(34.86597028, -111.763811277)"
2017,Indiana,Percent of adults who engage in no leisure-time physical activity,25.1,25 - 34,"(39.766910452, -86.149960194)"
2017,Wisconsin,Percent of adults aged 18 years and older who have obesity,29.1,65 or older,"(44.393191174, -89.816370742)"
2017,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.7,65 or older,"(43.682630005, -114.363730042)"
2017,Wisconsin,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.0,55 - 64,"(44.393191174, -89.816370742)"
2017,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,35.5,45 - 54,"(40.130570048, -74.273691288)"
2017,Maryland,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.2,25 - 34,"(39.290580964, -76.609260111)"
2017,Nevada,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,42.7,25 - 34,"(39.49324039, -117.071840564)"
2017,Iowa,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),53.4,65 or older,"(42.469400913, -93.816490556)"
